"file_name","task_type","category","tier","recipe_name","description","version","imputation_method","imputation_max_iter","imputation_estimator","encoding_method","encoding_smoothing","encoding_handle_unknown","scaling_method","scaling_output_distribution","scaling_n_quantiles","imbalance_method","imbalance_sampling_strategy","imbalance_k_neighbors","outlier_method","outlier_threshold","outlier_strategy","outlier_limits","feature_selection_method","feature_selection_threshold","feature_selection_n_repeats","feature_selection_scoring","variant_id","leakage_risk","estimated_runtime_sec","generation_mode","v1_expected_quality","v1_max_runtime_seconds","v1_level","v1_compatibility_score","performance_tier","expected_runtime_seconds","research_citations"
"recipe_clas_lightning_fast_0001.yml","classification","v1_generated","lightning_fast","recipe_clas_lightning_fast_0001","Preprocessing level 0, Feature engineering level 0","1.0","drop","","","label","","error","none","","","none","","","","","","","none","","","","","","","","Lightning Fast","12","0","1.0","","",""
"recipe_clas_lightning_fast_0002.yml","classification","v1_generated","lightning_fast","recipe_clas_lightning_fast_0002","Preprocessing level 0, Feature engineering level 20","1.0","drop","","","label","","error","none","","","none","","","","","","","variance","0.01","","","","","","","Lightning Fast","21","0","0.8","","",""
"recipe_clas_lightning_fast_0003.yml","classification","v1_generated","lightning_fast","recipe_clas_lightning_fast_0003","Preprocessing level 20, Feature engineering level 0","1.0","median","","","label","","error","standard","","","none","","","","","","","none","","","","","","","","Lightning Fast","16","20","0.95","","",""
"recipe_clas_lightning_fast_0004.yml","classification","v1_generated","lightning_fast","recipe_clas_lightning_fast_0004","Preprocessing level 20, Feature engineering level 20","1.0","median","","","label","","error","standard","","","none","","","","","","","variance","0.01","","","","","","","Lightning Fast","30","20","0.95","","",""
"recipe_clas_lightning_fast_0005.yml","classification","v1_generated","lightning_fast","recipe_clas_lightning_fast_0005","Preprocessing level 50, Feature engineering level 0","1.0","knn","","","onehot","","error","robust","","","smote","auto","5","","","","","none","","","","","","","","Lightning Fast","24","50","0.95","","",""
"recipe_clas_quick_exploration_0001.yml","classification","v1_generated","quick_exploration","recipe_clas_quick_exploration_0001","Preprocessing level 10, Feature engineering level 10","1.0","mean","","","label","","error","none","","","none","","","","","","","none","","","","","","","","Quick Exploration","20","10","1.0","","",""
"recipe_clas_quick_exploration_0002.yml","classification","v1_generated","quick_exploration","recipe_clas_quick_exploration_0002","Preprocessing level 10, Feature engineering level 30","1.0","mean","","","label","","error","none","","","none","","","","","","","variance","0.01","","","","","","","Quick Exploration","31","10","1.0","","",""
"recipe_clas_quick_exploration_0003.yml","classification","v1_generated","quick_exploration","recipe_clas_quick_exploration_0003","Preprocessing level 30, Feature engineering level 10","1.0","mode","","","onehot","","error","standard","","","none","","","","","","","none","","","","","","","","Quick Exploration","26","30","0.95","","",""
"recipe_clas_quick_exploration_0004.yml","classification","v1_generated","quick_exploration","recipe_clas_quick_exploration_0004","Preprocessing level 30, Feature engineering level 30","1.0","mode","","","onehot","","error","standard","","","none","","","","","","","variance","0.01","","","","","","","Quick Exploration","42","30","0.95","","",""
"recipe_clas_quick_exploration_0005.yml","classification","v1_generated","quick_exploration","recipe_clas_quick_exploration_0005","Preprocessing level 20, Feature engineering level 20","1.0","median","","","label","","error","standard","","","none","","","","","","","variance","0.01","","","","","","","Quick Exploration","30","20","0.95","","",""
"recipe_clas_quick_exploration_0006.yml","classification","v1_generated","quick_exploration","recipe_clas_quick_exploration_0006","Preprocessing level 20, Feature engineering level 30","1.0","median","","","label","","error","standard","","","none","","","","","","","variance","0.01","","","","","","","Quick Exploration","36","20","0.95","","",""
"recipe_clas_quick_exploration_0007.yml","classification","v1_generated","quick_exploration","recipe_clas_quick_exploration_0007","Preprocessing level 30, Feature engineering level 10","1.0","mode","","","onehot","","error","standard","","","none","","","","","","","none","","","","","","","","Quick Exploration","26","30","0.95","","",""
"recipe_clas_quick_exploration_0008.yml","classification","v1_generated","quick_exploration","recipe_clas_quick_exploration_0008","Preprocessing level 30, Feature engineering level 20","1.0","mode","","","onehot","","error","standard","","","none","","","","","","","variance","0.01","","","","","","","Quick Exploration","34","30","0.95","","",""
"recipe_clas_quick_exploration_0009.yml","classification","v1_generated","quick_exploration","recipe_clas_quick_exploration_0009","Preprocessing level 30, Feature engineering level 30","1.0","mode","","","onehot","","error","standard","","","none","","","","","","","variance","0.01","","","","","","","Quick Exploration","42","30","0.95","","",""
"recipe_clas_state_of_the_art_0001.yml","classification","v1_generated","state-of-the-art","recipe_clas_state_of_the_art_0001","Preprocessing level 60, Feature engineering level 60","1.0","knn","","","target","","value","robust","","","smote","auto","5","","","","","chi2","","","","","","","","State-of-the-Art","89","60","0.8075","","",""
"recipe_clas_state_of_the_art_0002.yml","classification","v1_generated","state-of-the-art","recipe_clas_state_of_the_art_0002","Preprocessing level 60, Feature engineering level 100","1.0","knn","","","target","","value","robust","","","smote","auto","5","","","","","rfe","","","","","","","","State-of-the-Art","132","60","0.8075","","",""
"recipe_clas_state_of_the_art_0003.yml","classification","v1_generated","state-of-the-art","recipe_clas_state_of_the_art_0003","Preprocessing level 100, Feature engineering level 60","1.0","iterative","10","","target","","value","minmax","","","adasyn","auto","","","","","","chi2","","","","","","","","State-of-the-Art","122","100","0.72675","","",""
"recipe_clas_state_of_the_art_0004.yml","classification","v1_generated","state-of-the-art","recipe_clas_state_of_the_art_0004","Preprocessing level 100, Feature engineering level 100","1.0","iterative","10","","target","","value","minmax","","","adasyn","auto","","","","","","rfe","","","","","","","","State-of-the-Art","180","100","0.72675","","",""
"recipe_clas_state_of_the_art_0005.yml","classification","v1_generated","state-of-the-art","recipe_clas_state_of_the_art_0005","Preprocessing level 60, Feature engineering level 100","1.0","knn","","","target","","value","robust","","","smote","auto","5","","","","","rfe","","","","","","","","State-of-the-Art","132","60","0.8075","","",""
"baseline_recipe.yml","classification","standalone","","baseline_classification","Basic classification recipe - Mean imputation + OneHot encoding + Standard scaling","1.0","mean","","","onehot","","ignore","standard","","","none","","","","","","","variance","0.01","","","","","","","","","","","","",""
"recipe_knn_onehot_minmax.yml","classification","standalone","","knn_onehot_minmax","KNN imputation + OneHot encoding + MinMax scaling","1.0","knn","","","onehot","","","minmax","","","none","","","","","","","variance","","","","","","","","","","","","","",""
"recipe_smote_target_standard.yml","classification","standalone","","smote_target_standard","SMOTE oversampling + Target encoding + Standard scaling","1.0","knn","","","target","","value","standard","","","smote","auto","5","","","","","mutual_info","","","","","","","","","","","","","",""
"variant_0b48f382ff23.yml","regression","variant_search","","0b48f382ff23","Pipeline Variant: mean+onehot+standard+correlation+none","1.0","mean","","","onehot","","","standard","","","","","","","","","","correlation","0.95","","","0b48f382ff23","none","30","curated","","","","","","",""
"variant_125980a58217.yml","regression","variant_search","","125980a58217","Pipeline Variant: median+target+minmax+mutual_info+none","1.0","median","","","target","","","minmax","","","","","","","","","","mutual_info","0.05","","","125980a58217","none","30","curated","","","","","","",""
"variant_18ceb3fdfe92.yml","regression","variant_search","","18ceb3fdfe92","Pipeline Variant: knn+label+minmax+none+none","1.0","knn","","","label","","","minmax","","","","","","","","","","none","","","","18ceb3fdfe92","none","30","curated","","","","","","",""
"variant_1b9dbab7f2bc.yml","regression","variant_search","","1b9dbab7f2bc","Pipeline Variant: knn+label+robust+none+none","1.0","knn","","","label","","","robust","","","","","","","","","","none","","","","1b9dbab7f2bc","none","30","curated","","","","","","",""
"variant_1e80eb99c61c.yml","regression","variant_search","","1e80eb99c61c","Pipeline Variant: mean+onehot+standard+none+none","1.0","mean","","","onehot","","","standard","","","","","","","","","","none","","","","1e80eb99c61c","none","30","curated","","","","","","",""
"variant_28f5b2151a08.yml","regression","variant_search","","28f5b2151a08","Pipeline Variant: iterative+onehot+standard+none+none","1.0","iterative","","","onehot","","","standard","","","","","","","","","","none","","","","28f5b2151a08","none","30","curated","","","","","","",""
"variant_2e02e4c22bed.yml","regression","variant_search","","2e02e4c22bed","Pipeline Variant: iterative+target+robust+none+zscore","1.0","iterative","","","target","","","robust","","","","","","zscore","3.0","","","none","","","","2e02e4c22bed","none","30","curated","","","","","","",""
"variant_39fd73fc69e6.yml","regression","variant_search","","39fd73fc69e6","Pipeline Variant: knn+onehot+robust+correlation+iqr","1.0","knn","","","onehot","","","robust","","","","","","iqr","1.5","","","correlation","0.95","","","39fd73fc69e6","none","30","curated","","","","","","",""
"variant_3fb969825770.yml","regression","variant_search","","3fb969825770","Pipeline Variant: median+label+robust+variance+winsorize","1.0","median","","","label","","","robust","","","","","","winsorize","","","","variance","0.01","","","3fb969825770","none","30","curated","","","","","","",""
"variant_4879d3521f76.yml","regression","variant_search","","4879d3521f76","Pipeline Variant: knn+label+standard+variance+winsorize","1.0","knn","","","label","","","standard","","","","","","winsorize","","","","variance","0.01","","","4879d3521f76","none","30","curated","","","","","","",""
"variant_4a8a2f30b917.yml","regression","variant_search","","4a8a2f30b917","Pipeline Variant: iterative+label+minmax+mutual_info+none","1.0","iterative","","","label","","","minmax","","","","","","","","","","mutual_info","0.05","","","4a8a2f30b917","none","30","curated","","","","","","",""
"variant_4ce00c66ec41.yml","regression","variant_search","","4ce00c66ec41","Pipeline Variant: median+onehot+robust+none+winsorize","1.0","median","","","onehot","","","robust","","","","","","winsorize","","","","none","","","","4ce00c66ec41","none","30","curated","","","","","","",""
"variant_5d797052918c.yml","regression","variant_search","","5d797052918c","Pipeline Variant: median+label+standard+correlation+iqr","1.0","median","","","label","","","standard","","","","","","iqr","1.5","","","correlation","0.95","","","5d797052918c","none","30","curated","","","","","","",""
"variant_6838deba1cb1.yml","regression","variant_search","","6838deba1cb1","Pipeline Variant: median+onehot+standard+none+iqr","1.0","median","","","onehot","","","standard","","","","","","iqr","1.5","","","none","","","","6838deba1cb1","none","30","curated","","","","","","",""
"variant_6d6e8e98c8e7.yml","regression","variant_search","","6d6e8e98c8e7","Pipeline Variant: median+target+robust+mutual_info+winsorize","1.0","median","","","target","","","robust","","","","","","winsorize","","","","mutual_info","0.05","","","6d6e8e98c8e7","none","30","curated","","","","","","",""
"variant_6e6c2ceeeed4.yml","regression","variant_search","","6e6c2ceeeed4","Pipeline Variant: knn+onehot+standard+none+none","1.0","knn","","","onehot","","","standard","","","","","","","","","","none","","","","6e6c2ceeeed4","none","30","curated","","","","","","",""
"variant_8be2d6c356a0.yml","regression","variant_search","","8be2d6c356a0","Pipeline Variant: mean+label+none+none+winsorize","1.0","mean","","","label","","","none","","","","","","winsorize","","","","none","","","","8be2d6c356a0","none","30","curated","","","","","","",""
"variant_8ca73805728d.yml","regression","variant_search","","8ca73805728d","Pipeline Variant: knn+target+robust+mutual_info+none","1.0","knn","","","target","","","robust","","","","","","","","","","mutual_info","0.05","","","8ca73805728d","none","30","curated","","","","","","",""
"variant_8f0022e3da14.yml","regression","variant_search","","8f0022e3da14","Pipeline Variant: knn+target+standard+correlation+zscore","1.0","knn","","","target","","","standard","","","","","","zscore","3.0","","","correlation","0.95","","","8f0022e3da14","none","30","curated","","","","","","",""
"variant_9b3679a25d19.yml","regression","variant_search","","9b3679a25d19","Pipeline Variant: mean+onehot+robust+none+none","1.0","mean","","","onehot","","","robust","","","","","","","","","","none","","","","9b3679a25d19","none","30","curated","","","","","","",""
"variant_a103dc1b421e.yml","regression","variant_search","","a103dc1b421e","Pipeline Variant: median+onehot+none+correlation+none","1.0","median","","","onehot","","","none","","","","","","","","","","correlation","0.95","","","a103dc1b421e","none","30","curated","","","","","","",""
"variant_c23fc2fcdcd1.yml","regression","variant_search","","c23fc2fcdcd1","Pipeline Variant: mean+target+minmax+variance+none","1.0","mean","","","target","","","minmax","","","","","","","","","","variance","0.01","","","c23fc2fcdcd1","none","30","curated","","","","","","",""
"variant_c480e25409ea.yml","regression","variant_search","","c480e25409ea","Pipeline Variant: mean+label+robust+correlation+none","1.0","mean","","","label","","","robust","","","","","","","","","","correlation","0.95","","","c480e25409ea","none","30","curated","","","","","","",""
"variant_c972ad795fee.yml","regression","variant_search","","c972ad795fee","Pipeline Variant: iterative+label+standard+variance+iqr","1.0","iterative","","","label","","","standard","","","","","","iqr","1.5","","","variance","0.01","","","c972ad795fee","none","30","curated","","","","","","",""
"variant_d24706a513cb.yml","regression","variant_search","","d24706a513cb","Pipeline Variant: mean+onehot+minmax+mutual_info+iqr","1.0","mean","","","onehot","","","minmax","","","","","","iqr","1.5","","","mutual_info","0.05","","","d24706a513cb","none","30","curated","","","","","","",""
"variant_d6e22b9cd8a5.yml","regression","variant_search","","d6e22b9cd8a5","Pipeline Variant: iterative+onehot+minmax+variance+iqr","1.0","iterative","","","onehot","","","minmax","","","","","","iqr","1.5","","","variance","0.01","","","d6e22b9cd8a5","none","30","curated","","","","","","",""
"variant_e456b40c86dd.yml","regression","variant_search","","e456b40c86dd","Pipeline Variant: iterative+onehot+robust+correlation+winsorize","1.0","iterative","","","onehot","","","robust","","","","","","winsorize","","","","correlation","0.95","","","e456b40c86dd","none","30","curated","","","","","","",""
"variant_ef77e35bee26.yml","regression","variant_search","","ef77e35bee26","Pipeline Variant: mean+label+standard+none+none","1.0","mean","","","label","","","standard","","","","","","","","","","none","","","","ef77e35bee26","none","30","curated","","","","","","",""
"variant_fafa16945ea8.yml","regression","variant_search","","fafa16945ea8","Pipeline Variant: median+target+standard+none+zscore","1.0","median","","","target","","","standard","","","","","","zscore","3.0","","","none","","","","fafa16945ea8","none","30","curated","","","","","","",""
"variant_ff457b64a722.yml","regression","variant_search","","ff457b64a722","Pipeline Variant: mean+target+standard+none+none","1.0","mean","","","target","","","standard","","","","","","","","","","none","","","","ff457b64a722","none","30","curated","","","","","","",""
"recipe_regr_balanced_performance_0001.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0001","Preprocessing level 20, Feature engineering level 20","1.0","median","","","label","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Balanced Performance","25","20","0.95","","",""
"recipe_regr_balanced_performance_0002.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0002","Preprocessing level 20, Feature engineering level 30","1.0","median","","","label","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Balanced Performance","30","20","0.95","","",""
"recipe_regr_balanced_performance_0003.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0003","Preprocessing level 20, Feature engineering level 40","1.0","median","","","label","","error","standard","","","","","","iqr","1.5","","","mutual_info","","","","","","","","Balanced Performance","36","20","0.95","","",""
"recipe_regr_balanced_performance_0004.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0004","Preprocessing level 20, Feature engineering level 50","1.0","median","","","label","","error","standard","","","","","","iqr","1.5","","","mutual_info","","","","","","","","Balanced Performance","42","20","0.95","","",""
"recipe_regr_balanced_performance_0005.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0005","Preprocessing level 30, Feature engineering level 20","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Balanced Performance","28","30","0.95","","",""
"recipe_regr_balanced_performance_0006.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0006","Preprocessing level 30, Feature engineering level 30","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Balanced Performance","35","30","0.95","","",""
"recipe_regr_balanced_performance_0007.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0007","Preprocessing level 30, Feature engineering level 40","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","mutual_info","","","","","","","","Balanced Performance","41","30","0.95","","",""
"recipe_regr_balanced_performance_0008.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0008","Preprocessing level 30, Feature engineering level 50","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","mutual_info","","","","","","","","Balanced Performance","48","30","0.95","","",""
"recipe_regr_balanced_performance_0009.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0009","Preprocessing level 40, Feature engineering level 20","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Balanced Performance","32","40","0.95","","",""
"recipe_regr_balanced_performance_0010.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0010","Preprocessing level 40, Feature engineering level 30","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Balanced Performance","39","40","0.95","","",""
"recipe_regr_balanced_performance_0011.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0011","Preprocessing level 40, Feature engineering level 40","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","mutual_info","","","","","","","","Balanced Performance","46","40","0.95","","",""
"recipe_regr_balanced_performance_0012.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0012","Preprocessing level 40, Feature engineering level 50","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","mutual_info","","","","","","","","Balanced Performance","54","40","0.95","","",""
"recipe_regr_balanced_performance_0013.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0013","Preprocessing level 50, Feature engineering level 20","1.0","knn","","","onehot","","error","robust","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Balanced Performance","36","50","0.95","","",""
"recipe_regr_balanced_performance_0014.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0014","Preprocessing level 50, Feature engineering level 30","1.0","knn","","","onehot","","error","robust","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Balanced Performance","44","50","0.95","","",""
"recipe_regr_balanced_performance_0015.yml","regression","v1_generated","balanced_performance","recipe_regr_balanced_performance_0015","Preprocessing level 50, Feature engineering level 40","1.0","knn","","","onehot","","error","robust","","","","","","iqr","1.5","","","mutual_info","","","","","","","","Balanced Performance","52","50","0.95","","",""
"recipe_regr_high_performance_0001.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0001","Preprocessing level 40, Feature engineering level 40","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","mutual_info","","","","","","","","High Performance","46","40","0.95","","",""
"recipe_regr_high_performance_0002.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0002","Preprocessing level 40, Feature engineering level 50","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","mutual_info","","","","","","","","High Performance","54","40","0.95","","",""
"recipe_regr_high_performance_0003.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0003","Preprocessing level 40, Feature engineering level 60","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","chi2","","","","","","","","High Performance","61","40","0.95","","",""
"recipe_regr_high_performance_0004.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0004","Preprocessing level 40, Feature engineering level 70","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","chi2","","","","","","","","High Performance","68","40","0.95","","",""
"recipe_regr_high_performance_0005.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0005","Preprocessing level 40, Feature engineering level 80","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","rfe","","","","","","","","High Performance","75","40","0.95","","",""
"recipe_regr_high_performance_0006.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0006","Preprocessing level 50, Feature engineering level 40","1.0","knn","","","onehot","","error","robust","","","","","","iqr","1.5","","","mutual_info","","","","","","","","High Performance","52","50","0.95","","",""
"recipe_regr_high_performance_0007.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0007","Preprocessing level 50, Feature engineering level 50","1.0","knn","","","onehot","","error","robust","","","","","","iqr","1.5","","","mutual_info","","","","","","","","High Performance","60","50","0.95","","",""
"recipe_regr_high_performance_0008.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0008","Preprocessing level 50, Feature engineering level 60","1.0","knn","","","onehot","","error","robust","","","","","","iqr","1.5","","","chi2","","","","","","","","High Performance","68","50","0.95","","",""
"recipe_regr_high_performance_0009.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0009","Preprocessing level 50, Feature engineering level 70","1.0","knn","","","onehot","","error","robust","","","","","","iqr","1.5","","","chi2","","","","","","","","High Performance","76","50","0.95","","",""
"recipe_regr_high_performance_0010.yml","regression","v1_generated","high_performance","recipe_regr_high_performance_0010","Preprocessing level 50, Feature engineering level 80","1.0","knn","","","onehot","","error","robust","","","","","","iqr","1.5","","","rfe","","","","","","","","High Performance","84","50","0.95","","",""
"recipe_regr_lightning_fast_0001.yml","regression","v1_generated","lightning_fast","recipe_regr_lightning_fast_0001","Preprocessing level 0, Feature engineering level 0","1.0","drop","","","label","","error","none","","","","","","none","","","","none","","","","","","","","Lightning Fast","10","0","1.0","","",""
"recipe_regr_lightning_fast_0002.yml","regression","v1_generated","lightning_fast","recipe_regr_lightning_fast_0002","Preprocessing level 0, Feature engineering level 10","1.0","drop","","","label","","error","none","","","","","","none","","","","none","","","","","","","","Lightning Fast","14","0","1.0","","",""
"recipe_regr_lightning_fast_0003.yml","regression","v1_generated","lightning_fast","recipe_regr_lightning_fast_0003","Preprocessing level 10, Feature engineering level 0","1.0","mean","","","label","","error","none","","","","","","none","","","","none","","","","","","","","Lightning Fast","12","10","1.0","","",""
"recipe_regr_lightning_fast_0004.yml","regression","v1_generated","lightning_fast","recipe_regr_lightning_fast_0004","Preprocessing level 10, Feature engineering level 10","1.0","mean","","","label","","error","none","","","","","","none","","","","none","","","","","","","","Lightning Fast","16","10","1.0","","",""
"recipe_regr_quick_exploration_0001.yml","regression","v1_generated","quick_exploration","recipe_regr_quick_exploration_0001","Preprocessing level 10, Feature engineering level 10","1.0","mean","","","label","","error","none","","","","","","none","","","","none","","","","","","","","Quick Exploration","16","10","1.0","","",""
"recipe_regr_quick_exploration_0002.yml","regression","v1_generated","quick_exploration","recipe_regr_quick_exploration_0002","Preprocessing level 10, Feature engineering level 20","1.0","mean","","","label","","error","none","","","","","","none","","","","variance","0.01","","","","","","","Quick Exploration","21","10","1.0","","",""
"recipe_regr_quick_exploration_0003.yml","regression","v1_generated","quick_exploration","recipe_regr_quick_exploration_0003","Preprocessing level 10, Feature engineering level 30","1.0","mean","","","label","","error","none","","","","","","none","","","","variance","0.01","","","","","","","Quick Exploration","26","10","1.0","","",""
"recipe_regr_quick_exploration_0004.yml","regression","v1_generated","quick_exploration","recipe_regr_quick_exploration_0004","Preprocessing level 20, Feature engineering level 10","1.0","median","","","label","","error","standard","","","","","","iqr","1.5","","","none","","","","","","","","Quick Exploration","19","20","0.95","","",""
"recipe_regr_quick_exploration_0005.yml","regression","v1_generated","quick_exploration","recipe_regr_quick_exploration_0005","Preprocessing level 20, Feature engineering level 20","1.0","median","","","label","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Quick Exploration","25","20","0.95","","",""
"recipe_regr_quick_exploration_0006.yml","regression","v1_generated","quick_exploration","recipe_regr_quick_exploration_0006","Preprocessing level 20, Feature engineering level 30","1.0","median","","","label","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Quick Exploration","30","20","0.95","","",""
"recipe_regr_quick_exploration_0007.yml","regression","v1_generated","quick_exploration","recipe_regr_quick_exploration_0007","Preprocessing level 30, Feature engineering level 10","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","none","","","","","","","","Quick Exploration","22","30","0.95","","",""
"recipe_regr_quick_exploration_0008.yml","regression","v1_generated","quick_exploration","recipe_regr_quick_exploration_0008","Preprocessing level 30, Feature engineering level 20","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Quick Exploration","28","30","0.95","","",""
"recipe_regr_quick_exploration_0009.yml","regression","v1_generated","quick_exploration","recipe_regr_quick_exploration_0009","Preprocessing level 30, Feature engineering level 30","1.0","mode","","","onehot","","error","standard","","","","","","iqr","1.5","","","variance","0.01","","","","","","","Quick Exploration","35","30","0.95","","",""
"recipe_regr_state_of_the_art_0001.yml","regression","v1_generated","state-of-the-art","recipe_regr_state_of_the_art_0001","Preprocessing level 60, Feature engineering level 60","1.0","knn","","","target","","value","robust","","","","","","iqr","1.5","","","chi2","","","","","","","","State-of-the-Art","74","60","0.8075","","",""
"recipe_regr_state_of_the_art_0002.yml","regression","v1_generated","state-of-the-art","recipe_regr_state_of_the_art_0002","Preprocessing level 60, Feature engineering level 70","1.0","knn","","","target","","value","robust","","","","","","iqr","1.5","","","chi2","","","","","","","","State-of-the-Art","83","60","0.8075","","",""
"recipe_regr_state_of_the_art_0003.yml","regression","v1_generated","state-of-the-art","recipe_regr_state_of_the_art_0003","Preprocessing level 60, Feature engineering level 80","1.0","knn","","","target","","value","robust","","","","","","iqr","1.5","","","rfe","","","","","","","","State-of-the-Art","92","60","0.8075","","",""
"recipe_regr_state_of_the_art_0004.yml","regression","v1_generated","state-of-the-art","recipe_regr_state_of_the_art_0004","Preprocessing level 60, Feature engineering level 90","1.0","knn","","","target","","value","robust","","","","","","iqr","1.5","","","rfe","","","","","","","","State-of-the-Art","101","60","0.8075","","",""
"recipe_regr_state_of_the_art_0005.yml","regression","v1_generated","state-of-the-art","recipe_regr_state_of_the_art_0005","Preprocessing level 60, Feature engineering level 100","1.0","knn","","","target","","value","robust","","","","","","iqr","1.5","","","rfe","","","","","","","","State-of-the-Art","110","60","0.8075","","",""
"baseline_recipe.yml","regression","standalone","","baseline_regression","Basic regression recipe - Mean imputation + OneHot encoding + Standard scaling","1.0","mean","","","onehot","","ignore","standard","","","none","","","","","","","variance","0.01","","","","","","","","","","","","",""
"recipe_knn_onehot_minmax.yml","regression","standalone","","knn_onehot_minmax","KNN imputation + OneHot encoding + MinMax scaling","1.0","knn","","","onehot","","","minmax","","","none","","","","","","","variance","","","","","","","","","","","","","",""
"recipe_outlier_iqr_standard.yml","regression","standalone","","outlier_iqr_standard","Outlier handling with IQR + Standard scaling for regression","1.0","knn","","","onehot","","ignore","standard","","","none","","","iqr","","","","mutual_info","","","","","","","","","","","","","",""
"recipe_winsorize_robust.yml","regression","standalone","","winsorize_robust","Winsorization + Robust scaling for regression with extreme values","1.0","median","","","onehot","","ignore","robust","","","none","","","winsorize","","","","variance","0.01","","","","","","","","","","","","",""
"recipe_clus_balanced_performance_0001.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0001","Preprocessing level 20, Feature engineering level 20","1.0","median","","","label","","error","standard","","","","","","","","","","variance","0.01","","","","","","","Balanced Performance","20","20","0.95","","",""
"recipe_clus_balanced_performance_0002.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0002","Preprocessing level 20, Feature engineering level 30","1.0","median","","","label","","error","standard","","","","","","","","","","variance","0.01","","","","","","","Balanced Performance","24","20","0.95","","",""
"recipe_clus_balanced_performance_0003.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0003","Preprocessing level 20, Feature engineering level 40","1.0","median","","","label","","error","standard","","","","","","","","","","mutual_info","","","","","","","","Balanced Performance","29","20","0.95","","",""
"recipe_clus_balanced_performance_0004.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0004","Preprocessing level 20, Feature engineering level 50","1.0","median","","","label","","error","standard","","","","","","","","","","mutual_info","","","","","","","","Balanced Performance","33","20","0.95","","",""
"recipe_clus_balanced_performance_0005.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0005","Preprocessing level 20, Feature engineering level 60","1.0","median","","","label","","error","standard","","","","","","","","","","chi2","","","","","","","","Balanced Performance","38","20","0.95","","",""
"recipe_clus_balanced_performance_0006.yml","clustering","v1_generated","balanced_performance","recipe_clus_balanced_performance_0006","Preprocessing level 30, Feature engineering level 20","1.0","mode","","","onehot","","error","standard","","","","","","","","","","variance","0.01","","","","","","","Balanced Performance","23","30","0.95","","",""
